t: 1.72473
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|        0     1.91     1.86     1.83      1.8     1.79     1.78     1.77     1.77     1.76     1.76     1.76     1.76     1.76     1.76     1.76     1.77     1.78      1.8     1.87        0
       20|        0   0.0889    0.143    0.176    0.198    0.213    0.223    0.231    0.236     0.24    0.242    0.244    0.245    0.245    0.245    0.242    0.238    0.227      0.2    0.135        0
       19|        0  -0.0328  -0.0345  -0.0296  -0.0239   -0.019  -0.0151   -0.012 -0.00977 -0.00822  -0.0073 -0.00695  -0.0071  -0.0077 -0.00885  -0.0106  -0.0129  -0.0153  -0.0174  -0.0163        0
       18|        0  -0.0152  -0.0253  -0.0294  -0.0304  -0.0299   -0.029   -0.028  -0.0272  -0.0268  -0.0266  -0.0269  -0.0278  -0.0292  -0.0315  -0.0348  -0.0395  -0.0452  -0.0488  -0.0396        0
       17|        0 -0.00937  -0.0173  -0.0221  -0.0246  -0.0256  -0.0259  -0.0259  -0.0258  -0.0257  -0.0259  -0.0263  -0.0271  -0.0284  -0.0301  -0.0324  -0.0352  -0.0376   -0.037   -0.027        0
       16|        0 -0.00637  -0.0125  -0.0169  -0.0198  -0.0215  -0.0224  -0.0229  -0.0232  -0.0235  -0.0238  -0.0242  -0.0248  -0.0257  -0.0266  -0.0276  -0.0283  -0.0278  -0.0243  -0.0153        0
       15|        0 -0.00465 -0.00945  -0.0133  -0.0161   -0.018  -0.0193  -0.0201  -0.0207  -0.0211  -0.0215  -0.0219  -0.0223  -0.0227   -0.023   -0.023  -0.0224  -0.0205  -0.0164  -0.0091        0
       14|        0 -0.00357  -0.0074  -0.0107  -0.0132  -0.0151  -0.0165  -0.0176  -0.0183  -0.0188  -0.0192  -0.0195  -0.0197  -0.0198  -0.0196  -0.0191  -0.0178  -0.0155  -0.0116   -0.006        0
       13|        0 -0.00284 -0.00596 -0.00872   -0.011  -0.0128  -0.0142  -0.0153  -0.0161  -0.0166   -0.017  -0.0172  -0.0173  -0.0171  -0.0167  -0.0158  -0.0143   -0.012  -0.0086 -0.00428        0
       12|        0 -0.00232  -0.0049 -0.00725 -0.00927  -0.0109  -0.0123  -0.0133  -0.0141  -0.0146   -0.015  -0.0151  -0.0151  -0.0148  -0.0142  -0.0132  -0.0116 -0.00946 -0.00662 -0.00322        0
       11|        0 -0.00193  -0.0041 -0.00611 -0.00788 -0.00939  -0.0106  -0.0116  -0.0123  -0.0129  -0.0132  -0.0133  -0.0131  -0.0127  -0.0121   -0.011 -0.00956 -0.00764 -0.00526 -0.00252        0
       10|        0 -0.00163 -0.00348 -0.00521 -0.00676  -0.0081 -0.00922  -0.0101  -0.0108  -0.0113  -0.0115  -0.0116  -0.0114   -0.011  -0.0103  -0.0093 -0.00796 -0.00628 -0.00427 -0.00203        0
        9|        0  -0.0014 -0.00298 -0.00448 -0.00585 -0.00704 -0.00805 -0.00886 -0.00948  -0.0099  -0.0101  -0.0101 -0.00994 -0.00952 -0.00884 -0.00791 -0.00671 -0.00524 -0.00354 -0.00167        0
        8|        0 -0.00121 -0.00259  -0.0039  -0.0051 -0.00616 -0.00706  -0.0078 -0.00835 -0.00872 -0.00891 -0.00891  -0.0087 -0.00829 -0.00766  -0.0068 -0.00573 -0.00444 -0.00298 -0.00141        0
        7|        0 -0.00106 -0.00227 -0.00343 -0.00449 -0.00544 -0.00625 -0.00691 -0.00741 -0.00774  -0.0079 -0.00787 -0.00767 -0.00727 -0.00669 -0.00591 -0.00495 -0.00382 -0.00255  -0.0012        0
        6|        0-0.000943 -0.00202 -0.00305 -0.00401 -0.00486 -0.00559 -0.00618 -0.00663 -0.00692 -0.00706 -0.00703 -0.00683 -0.00646 -0.00591  -0.0052 -0.00434 -0.00334 -0.00223 -0.00104        0
        5|        0-0.000851 -0.00182 -0.00276 -0.00362 -0.00439 -0.00506  -0.0056 -0.00601 -0.00627 -0.00639 -0.00635 -0.00616 -0.00581  -0.0053 -0.00465 -0.00387 -0.00297 -0.00197-0.000925        0
        4|        0-0.000781 -0.00167 -0.00253 -0.00333 -0.00404 -0.00465 -0.00515 -0.00553 -0.00577 -0.00587 -0.00583 -0.00564 -0.00531 -0.00484 -0.00424 -0.00352 -0.00269 -0.00179-0.000837        0
        3|        0-0.000731 -0.00157 -0.00237 -0.00312 -0.00378 -0.00436 -0.00483 -0.00518  -0.0054 -0.00549 -0.00545 -0.00527 -0.00495 -0.00451 -0.00394 -0.00327  -0.0025 -0.00166-0.000775        0
        2|        0-0.000693 -0.00149 -0.00225 -0.00296 -0.00359 -0.00414 -0.00458 -0.00491 -0.00513 -0.00521 -0.00517 -0.00499 -0.00469 -0.00427 -0.00373 -0.00308 -0.00236 -0.00156 -0.00073        0
        1|        0-0.000573 -0.00124 -0.00188 -0.00247   -0.003 -0.00346 -0.00383 -0.00411 -0.00429 -0.00436 -0.00433 -0.00418 -0.00393 -0.00357 -0.00312 -0.00258 -0.00197  -0.0013-0.000606        0
        0|        0 0.000569  0.00123  0.00186  0.00245  0.00297  0.00342  0.00379  0.00407  0.00425  0.00432  0.00428  0.00414  0.00389  0.00353  0.00308  0.00255  0.00195  0.00129 0.000601        0

v (22x21): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
