t: 9.67253
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|        0     1.91     1.85     1.81     1.78     1.75     1.72      1.7     1.68     1.66     1.64     1.62     1.61     1.59     1.58     1.56     1.55     1.56      1.6     1.74        0
       20|        0    0.086    0.145     0.19    0.225    0.255     0.28    0.303    0.324    0.343    0.361    0.378    0.394     0.41    0.425    0.439    0.448    0.443    0.397    0.263        0
       19|        0  -0.0382  -0.0359  -0.0256  -0.0143 -0.00306  0.00797   0.0186   0.0291   0.0396   0.0506   0.0622   0.0751   0.0897    0.106    0.123    0.135    0.145    0.141   0.0901        0
       18|        0  -0.0108  -0.0191  -0.0222  -0.0223  -0.0209  -0.0185  -0.0153  -0.0111 -0.00579 0.000992  0.00985   0.0214   0.0361   0.0535   0.0702   0.0797   0.0726   0.0556   0.0275        0
       17|        0  -0.0068  -0.0131  -0.0167  -0.0184  -0.0188  -0.0184   -0.017  -0.0147  -0.0112 -0.00627 0.000733   0.0104   0.0232   0.0386   0.0537   0.0624   0.0538   0.0282  0.00326        0
       16|        0 -0.00432 -0.00938  -0.0131  -0.0154  -0.0167  -0.0171  -0.0168  -0.0157  -0.0138  -0.0107 -0.00628 7.85e-05  0.00873   0.0195   0.0305   0.0373    0.031  0.00558  -0.0125        0
       15|        0 -0.00303 -0.00721  -0.0108  -0.0134  -0.0153  -0.0165  -0.0172  -0.0173   -0.017  -0.0163   -0.015   -0.013  -0.0101 -0.00661 -0.00363  -0.0039  -0.0109  -0.0242  -0.0265        0
       14|        0 -0.00233 -0.00595 -0.00935  -0.0122  -0.0145  -0.0164   -0.018  -0.0193  -0.0207  -0.0222  -0.0243  -0.0273  -0.0314  -0.0369  -0.0436  -0.0503  -0.0543  -0.0538  -0.0397        0
       13|        0 -0.00197 -0.00525 -0.00854  -0.0115  -0.0142  -0.0166   -0.019  -0.0214  -0.0241  -0.0276  -0.0325  -0.0396  -0.0498  -0.0631  -0.0775  -0.0883  -0.0895  -0.0783  -0.0502        0
       12|        0 -0.00178 -0.00486  -0.0081  -0.0112  -0.0141   -0.017  -0.0199   -0.023  -0.0268  -0.0315  -0.0381  -0.0473  -0.0605  -0.0779  -0.0969   -0.111   -0.111  -0.0937   -0.056        0
       11|        0  -0.0017 -0.00466 -0.00786   -0.011  -0.0141  -0.0172  -0.0205  -0.0241  -0.0284  -0.0337  -0.0406    -0.05  -0.0628  -0.0794  -0.0983   -0.114   -0.116  -0.0975  -0.0563        0
       10|        0 -0.00167 -0.00455 -0.00771  -0.0109  -0.0141  -0.0174  -0.0208  -0.0246   -0.029  -0.0342  -0.0407   -0.049  -0.0593  -0.0721  -0.0863  -0.0985   -0.102  -0.0869  -0.0497        0
        9|        0 -0.00165 -0.00449 -0.00761  -0.0108   -0.014  -0.0173  -0.0208  -0.0245  -0.0287  -0.0335  -0.0392  -0.0458  -0.0534  -0.0618  -0.0701  -0.0765  -0.0768  -0.0648  -0.0362        0
        8|        0 -0.00165 -0.00443  -0.0075  -0.0106  -0.0138   -0.017  -0.0204   -0.024  -0.0278   -0.032  -0.0366  -0.0416  -0.0467  -0.0516  -0.0554  -0.0566   -0.053  -0.0418  -0.0215        0
        7|        0 -0.00165 -0.00438 -0.00739  -0.0105  -0.0135  -0.0167  -0.0199  -0.0231  -0.0266  -0.0301  -0.0337  -0.0372  -0.0405  -0.0429  -0.0437   -0.042  -0.0364  -0.0261  -0.0117        0
        6|        0 -0.00164 -0.00433 -0.00727  -0.0103  -0.0133  -0.0162  -0.0192  -0.0222  -0.0252  -0.0281  -0.0308  -0.0332  -0.0351  -0.0359  -0.0351   -0.032  -0.0261  -0.0173 -0.00708        0
        5|        0 -0.00163 -0.00427 -0.00715  -0.0101  -0.0129  -0.0158  -0.0186  -0.0213  -0.0238  -0.0262  -0.0283  -0.0298  -0.0307  -0.0305  -0.0289  -0.0254  -0.0199  -0.0127 -0.00497        0
        4|        0 -0.00161 -0.00419   -0.007 -0.00982  -0.0126  -0.0153  -0.0179  -0.0204  -0.0226  -0.0246  -0.0261  -0.0271  -0.0273  -0.0265  -0.0245   -0.021  -0.0161  -0.0101 -0.00392        0
        3|        0 -0.00155 -0.00401  -0.0067 -0.00939   -0.012  -0.0146   -0.017  -0.0193  -0.0213   -0.023  -0.0242  -0.0248  -0.0246  -0.0236  -0.0214  -0.0181  -0.0137 -0.00849 -0.00331        0
        2|        0 -0.00132 -0.00347 -0.00583 -0.00821  -0.0106  -0.0128   -0.015   -0.017  -0.0188  -0.0202  -0.0213  -0.0218  -0.0215  -0.0205  -0.0185  -0.0155  -0.0116 -0.00719 -0.00281        0
        1|        0-0.000668  -0.0019 -0.00329  -0.0047 -0.00612 -0.00752 -0.00889  -0.0102  -0.0114  -0.0124  -0.0132  -0.0137  -0.0137  -0.0131  -0.0119    -0.01 -0.00752 -0.00459 -0.00172        0
        0|        0 0.000667   0.0019  0.00328  0.00469   0.0061   0.0075  0.00886   0.0102   0.0114   0.0124   0.0132   0.0136   0.0136   0.0131   0.0119  0.00998  0.00749  0.00457  0.00172        0

v (22x21): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
