t: 9.90764
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|        0     1.91     1.85     1.81     1.78     1.75     1.72      1.7     1.68     1.66     1.64     1.62     1.61     1.59     1.58     1.56     1.55     1.56      1.6     1.74        0
       20|        0   0.0859    0.145     0.19    0.225    0.255     0.28    0.303    0.324    0.343    0.361    0.378    0.394     0.41    0.425    0.438    0.448    0.442    0.396    0.263        0
       19|        0  -0.0383  -0.0359  -0.0255  -0.0141 -0.00282  0.00829    0.019   0.0296   0.0402   0.0513   0.0631   0.0761   0.0907    0.107    0.123    0.134    0.145    0.141   0.0899        0
       18|        0  -0.0107  -0.0191   -0.022  -0.0219  -0.0204   -0.018  -0.0145  -0.0102 -0.00469  0.00234   0.0114   0.0232    0.038   0.0551   0.0712   0.0796   0.0716   0.0549   0.0272        0
       17|        0 -0.00676   -0.013  -0.0165  -0.0181  -0.0184  -0.0178  -0.0162  -0.0137    -0.01 -0.00478  0.00255   0.0126   0.0257   0.0411   0.0558   0.0635   0.0536   0.0277  0.00333        0
       16|        0 -0.00427 -0.00926  -0.0129  -0.0151  -0.0162  -0.0166  -0.0161  -0.0148  -0.0126 -0.00929 -0.00443  0.00242   0.0116   0.0229   0.0342   0.0408   0.0337  0.00763  -0.0116        0
       15|        0 -0.00298 -0.00709  -0.0106  -0.0131  -0.0149   -0.016  -0.0165  -0.0165   -0.016   -0.015  -0.0132  -0.0107 -0.00697 -0.00244  0.00164  0.00221 -0.00515  -0.0206  -0.0249        0
       14|        0 -0.00229 -0.00585  -0.0092   -0.012  -0.0142   -0.016  -0.0175  -0.0187  -0.0199  -0.0212  -0.0229  -0.0253  -0.0286  -0.0329  -0.0382   -0.044  -0.0482  -0.0496  -0.0377        0
       13|        0 -0.00193 -0.00517 -0.00843  -0.0114   -0.014  -0.0164  -0.0186   -0.021  -0.0236   -0.027  -0.0317  -0.0386  -0.0482  -0.0606  -0.0737  -0.0834  -0.0844  -0.0745  -0.0485        0
       12|        0 -0.00176 -0.00481 -0.00803  -0.0111   -0.014  -0.0168  -0.0197  -0.0229  -0.0266  -0.0314   -0.038  -0.0474  -0.0607  -0.0779  -0.0961   -0.109   -0.108  -0.0911  -0.0549        0
       11|        0 -0.00168 -0.00464 -0.00783   -0.011  -0.0141  -0.0172  -0.0205  -0.0242  -0.0285   -0.034  -0.0411  -0.0509  -0.0642  -0.0815   -0.101   -0.115   -0.116  -0.0968  -0.0559        0
       10|        0 -0.00166 -0.00456 -0.00774  -0.0109  -0.0142  -0.0175   -0.021  -0.0249  -0.0294  -0.0348  -0.0416  -0.0503  -0.0614  -0.0751  -0.0903   -0.103   -0.105  -0.0889  -0.0505        0
        9|        0 -0.00166 -0.00452 -0.00767  -0.0109  -0.0141  -0.0175  -0.0211  -0.0249  -0.0293  -0.0343  -0.0402  -0.0473  -0.0555  -0.0647   -0.074  -0.0812  -0.0817  -0.0687  -0.0382        0
        8|        0 -0.00167 -0.00449  -0.0076  -0.0108   -0.014  -0.0173  -0.0208  -0.0245  -0.0285  -0.0329  -0.0378  -0.0431  -0.0487  -0.0541  -0.0585  -0.0603  -0.0571  -0.0454  -0.0234        0
        7|        0 -0.00167 -0.00445 -0.00752  -0.0107  -0.0138   -0.017  -0.0203  -0.0237  -0.0273   -0.031  -0.0348  -0.0387  -0.0422   -0.045  -0.0461  -0.0446   -0.039  -0.0283  -0.0128        0
        6|        0 -0.00167 -0.00441 -0.00743  -0.0105  -0.0136  -0.0166  -0.0197  -0.0228  -0.0259   -0.029  -0.0319  -0.0346  -0.0366  -0.0376  -0.0369  -0.0339  -0.0278  -0.0185 -0.00757        0
        5|        0 -0.00167 -0.00437 -0.00732  -0.0103  -0.0133  -0.0162  -0.0191  -0.0219  -0.0246  -0.0271  -0.0293   -0.031   -0.032  -0.0319  -0.0303  -0.0267   -0.021  -0.0134 -0.00522        0
        4|        0 -0.00165  -0.0043 -0.00718  -0.0101  -0.0129  -0.0157  -0.0185   -0.021  -0.0234  -0.0254  -0.0271  -0.0282  -0.0285  -0.0277  -0.0257  -0.0221  -0.0169  -0.0106 -0.00408        0
        3|        0 -0.00158 -0.00411 -0.00687 -0.00965  -0.0124   -0.015  -0.0176  -0.0199   -0.022  -0.0238  -0.0251  -0.0258  -0.0257  -0.0246  -0.0224  -0.0189  -0.0143 -0.00886 -0.00344        0
        2|        0 -0.00135 -0.00355 -0.00597 -0.00842  -0.0108  -0.0132  -0.0154  -0.0175  -0.0194   -0.021  -0.0221  -0.0226  -0.0224  -0.0213  -0.0193  -0.0162  -0.0122 -0.00749 -0.00291        0
        1|        0-0.000682 -0.00194 -0.00336 -0.00481 -0.00627 -0.00771 -0.00913  -0.0105  -0.0118  -0.0128  -0.0137  -0.0142  -0.0142  -0.0137  -0.0124  -0.0105 -0.00785 -0.00479 -0.00179        0
        0|        0  0.00068  0.00194  0.00335   0.0048  0.00625  0.00769  0.00911   0.0105   0.0117   0.0128   0.0136   0.0141   0.0142   0.0136   0.0124   0.0104  0.00782  0.00477  0.00178        0

v (22x21): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
