t: 9.64641
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|        0     1.91     1.85     1.81     1.78     1.75     1.72      1.7     1.68     1.66     1.64     1.62     1.61     1.59     1.58     1.56     1.55     1.56      1.6     1.74        0
       20|        0    0.086    0.145     0.19    0.225    0.255     0.28    0.303    0.324    0.343    0.361    0.378    0.394     0.41    0.425    0.439    0.449    0.443    0.397    0.263        0
       19|        0  -0.0382  -0.0359  -0.0256  -0.0143 -0.00308  0.00793   0.0186    0.029   0.0396   0.0505   0.0621    0.075   0.0896    0.106    0.123    0.135    0.145    0.141   0.0902        0
       18|        0  -0.0108  -0.0192  -0.0222  -0.0223  -0.0209  -0.0186  -0.0153  -0.0112 -0.00591 0.000841  0.00968   0.0212   0.0359   0.0533   0.0701   0.0797   0.0727   0.0557   0.0276        0
       17|        0 -0.00681  -0.0131  -0.0167  -0.0184  -0.0189  -0.0184  -0.0171  -0.0148  -0.0114 -0.00644 0.000528   0.0102   0.0229   0.0383   0.0535   0.0623   0.0538   0.0282  0.00324        0
       16|        0 -0.00433 -0.00939  -0.0131  -0.0154  -0.0167  -0.0172  -0.0169  -0.0158  -0.0139  -0.0109 -0.00649-0.000184   0.0084   0.0191     0.03   0.0369   0.0307  0.00532  -0.0126        0
       15|        0 -0.00303 -0.00722  -0.0108  -0.0134  -0.0153  -0.0165  -0.0172  -0.0174  -0.0171  -0.0164  -0.0152  -0.0132  -0.0105 -0.00708 -0.00423  -0.0046  -0.0115  -0.0246  -0.0267        0
       14|        0 -0.00234 -0.00596 -0.00937  -0.0122  -0.0145  -0.0164   -0.018  -0.0194  -0.0208  -0.0223  -0.0245  -0.0275  -0.0317  -0.0374  -0.0442   -0.051   -0.055  -0.0543  -0.0399        0
       13|        0 -0.00197 -0.00525 -0.00856  -0.0115  -0.0142  -0.0167   -0.019  -0.0214  -0.0242  -0.0277  -0.0326  -0.0397    -0.05  -0.0634  -0.0779  -0.0888  -0.0901  -0.0787  -0.0503        0
       12|        0 -0.00179 -0.00487 -0.00811  -0.0112  -0.0141   -0.017  -0.0199  -0.0231  -0.0268  -0.0316  -0.0381  -0.0473  -0.0605  -0.0779   -0.097   -0.111   -0.112   -0.094  -0.0561        0
       11|        0  -0.0017 -0.00466 -0.00786   -0.011  -0.0141  -0.0172  -0.0205  -0.0241  -0.0284  -0.0337  -0.0406  -0.0499  -0.0626  -0.0792   -0.098   -0.113   -0.116  -0.0975  -0.0563        0
       10|        0 -0.00167 -0.00455 -0.00771  -0.0109  -0.0141  -0.0173  -0.0208  -0.0246  -0.0289  -0.0342  -0.0406  -0.0488  -0.0591  -0.0718  -0.0858   -0.098   -0.101  -0.0867  -0.0496        0
        9|        0 -0.00165 -0.00448  -0.0076  -0.0108   -0.014  -0.0173  -0.0207  -0.0245  -0.0286  -0.0334   -0.039  -0.0456  -0.0531  -0.0614  -0.0697  -0.0759  -0.0762  -0.0643   -0.036        0
        8|        0 -0.00165 -0.00443 -0.00749  -0.0106  -0.0138   -0.017  -0.0204  -0.0239  -0.0277  -0.0319  -0.0365  -0.0414  -0.0465  -0.0513   -0.055  -0.0562  -0.0526  -0.0414  -0.0212        0
        7|        0 -0.00164 -0.00437 -0.00738  -0.0104  -0.0135  -0.0166  -0.0198  -0.0231  -0.0265    -0.03  -0.0336  -0.0371  -0.0403  -0.0427  -0.0435  -0.0417  -0.0361  -0.0259  -0.0116        0
        6|        0 -0.00164 -0.00432 -0.00726  -0.0102  -0.0132  -0.0162  -0.0192  -0.0221  -0.0251   -0.028  -0.0307  -0.0331  -0.0349  -0.0357  -0.0349  -0.0318  -0.0259  -0.0172 -0.00702        0
        5|        0 -0.00162 -0.00426 -0.00713    -0.01  -0.0129  -0.0157  -0.0185  -0.0212  -0.0237  -0.0261  -0.0281  -0.0297  -0.0305  -0.0303  -0.0287  -0.0253  -0.0198  -0.0126 -0.00494        0
        4|        0  -0.0016 -0.00418 -0.00698 -0.00979  -0.0126  -0.0153  -0.0178  -0.0203  -0.0225  -0.0245   -0.026   -0.027  -0.0272  -0.0264  -0.0244  -0.0209   -0.016    -0.01  -0.0039        0
        3|        0 -0.00154   -0.004 -0.00668 -0.00937   -0.012  -0.0146   -0.017  -0.0192  -0.0212  -0.0229  -0.0241  -0.0247  -0.0245  -0.0235  -0.0213   -0.018  -0.0136 -0.00844 -0.00329        0
        2|        0 -0.00132 -0.00346 -0.00582 -0.00819  -0.0105  -0.0128   -0.015  -0.0169  -0.0187  -0.0202  -0.0212  -0.0217  -0.0214  -0.0204  -0.0184  -0.0154  -0.0116 -0.00716 -0.00279        0
        1|        0-0.000667  -0.0019 -0.00328 -0.00469  -0.0061  -0.0075 -0.00886  -0.0102  -0.0114  -0.0124  -0.0132  -0.0136  -0.0136  -0.0131  -0.0119 -0.00998 -0.00749 -0.00457 -0.00172        0
        0|        0 0.000665  0.00189  0.00327  0.00468  0.00609  0.00748  0.00884   0.0101   0.0113   0.0123   0.0131   0.0136   0.0135    0.013   0.0118  0.00994  0.00745  0.00455  0.00171        0

v (22x21): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
